qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	MarmosetClass	OldWorldClass
XP_002751706.1|guanine_nucleotide-binding_protein_G(t)_subunit_alpha-3_[Callithrix_jacchus]	2775	62.254	355	132	2	25	378	1	354	7.510000000000002e-166	461.0	unknown	
XP_002751706.1|guanine_nucleotide-binding_protein_G(t)_subunit_alpha-3_[Callithrix_jacchus]	2775	61.408	355	135	2	25	378	1	354	2.3e-164	457.0	unknown	
XP_002751706.1|guanine_nucleotide-binding_protein_G(t)_subunit_alpha-3_[Callithrix_jacchus]	2775	61.921	302	113	2	78	378	12	312	3.33e-141	397.0	unknown	
XP_002751706.1|guanine_nucleotide-binding_protein_G(t)_subunit_alpha-3_[Callithrix_jacchus]	2775	61.921	302	113	2	78	378	12	312	3.33e-141	397.0	unknown	
XP_002751707.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-1_[Callithrix_jacchus]	2775	72.394	355	96	2	1	354	1	354	0.0	535.0	unknown	
XP_002751707.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-1_[Callithrix_jacchus]	2775	72.753	356	93	3	1	354	1	354	0.0	531.0	unknown	
XP_002751707.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-1_[Callithrix_jacchus]	2775	70.861	302	86	2	54	354	12	312	1.3999999999999999e-160	445.0	unknown	
XP_002751707.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-1_[Callithrix_jacchus]	2775	70.861	302	86	2	54	354	12	312	1.3999999999999999e-160	445.0	unknown	
XP_002752092.1|ADP-ribosylation_factor_5_[Callithrix_jacchus]	2775	26.804	97	61	1	44	130	178	274	5.41e-08	44.3	unknown	
XP_002752092.1|ADP-ribosylation_factor_5_[Callithrix_jacchus]	2775	26.804	97	61	1	44	130	178	274	1.35e-07	43.1	unknown	
XP_002752092.1|ADP-ribosylation_factor_5_[Callithrix_jacchus]	2775	26.804	97	61	1	44	130	136	232	1.57e-07	42.7	unknown	
XP_002752092.1|ADP-ribosylation_factor_5_[Callithrix_jacchus]	2775	26.804	97	61	1	44	130	136	232	1.57e-07	42.7	unknown	
XP_002752894.1|ADP-ribosylation_factor-like_protein_1_[Callithrix_jacchus]	2775	27.835	97	60	1	44	130	178	274	7.45e-07	40.8	unknown	
XP_002752894.1|ADP-ribosylation_factor-like_protein_1_[Callithrix_jacchus]	2775	27.835	97	60	1	44	130	178	274	1.68e-06	40.0	unknown	
XP_002752894.1|ADP-ribosylation_factor-like_protein_1_[Callithrix_jacchus]	2775	27.835	97	60	1	44	130	136	232	2.23e-06	39.3	unknown	
XP_002752894.1|ADP-ribosylation_factor-like_protein_1_[Callithrix_jacchus]	2775	27.835	97	60	1	44	130	136	232	2.23e-06	39.3	unknown	
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	100428435	35.87	92	58	1	25	115	126	217	3.38e-15	62.8	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	3123	35.87	92	58	1	25	115	139	230	3.39e-15	62.8	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	3123	35.87	92	58	1	25	115	126	217	3.52e-15	62.4	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	3123	35.87	92	58	1	25	115	126	217	3.52e-15	62.4	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	717969	35.526	76	48	1	41	115	140	215	7.59e-15	61.6	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	717969	35.526	76	48	1	41	115	140	215	7.59e-15	61.6	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	692100	34.783	92	59	1	25	115	126	217	8.57e-15	61.6	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	692100	34.783	92	59	1	25	115	126	217	8.57e-15	61.6	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	720582	31.683	101	68	1	20	119	108	208	1.31e-14	60.8	unknown	class II
XP_002753457.2|beta-2-microglobulin_isoform_X2_[Callithrix_jacchus]	720582	31.683	101	68	1	20	119	108	208	1.31e-14	60.8	unknown	class II
XP_002758420.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-2_isoform_X1_[Callithrix_jacchus]	2775	69.859	355	106	1	1	355	1	354	0.0	522.0	unknown	
XP_002758420.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-2_isoform_X1_[Callithrix_jacchus]	2775	69.296	355	108	1	1	355	1	354	0.0	516.0	unknown	
XP_002758420.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-2_isoform_X1_[Callithrix_jacchus]	2775	67.219	302	98	1	54	355	12	312	1.07e-154	431.0	unknown	
XP_002758420.1|guanine_nucleotide-binding_protein_G(i)_subunit_alpha-2_isoform_X1_[Callithrix_jacchus]	2775	67.219	302	98	1	54	355	12	312	1.07e-154	431.0	unknown	
XP_002758549.1|ADP-ribosylation_factor_4_[Callithrix_jacchus]	2775	26.515	132	76	5	44	157	178	306	1.33e-08	46.2	unknown	
XP_002758549.1|ADP-ribosylation_factor_4_[Callithrix_jacchus]	2775	26.515	132	76	5	44	157	136	264	1.64e-08	45.8	unknown	
XP_002758549.1|ADP-ribosylation_factor_4_[Callithrix_jacchus]	2775	26.515	132	76	5	44	157	136	264	1.64e-08	45.8	unknown	
XP_002758549.1|ADP-ribosylation_factor_4_[Callithrix_jacchus]	2775	26.515	132	76	5	44	157	178	306	4.04e-08	44.7	unknown	
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	106996676	23.897	272	177	11	48	304	50	306	1.51e-14	66.2	unknown	class I
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	100187576	23.551	276	197	9	48	316	50	318	1.59e-14	66.2	unknown	class I
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	100426197	26.425	193	135	6	114	304	119	306	1.84e-14	66.2	unknown	class I
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	100426197	26.425	193	135	6	114	304	119	306	2.09e-14	65.9	unknown	class I
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	717969	29.104	134	90	4	199	328	118	250	2.57e-14	64.7	unknown	class II
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	717969	29.104	134	90	4	199	328	118	250	2.57e-14	64.7	unknown	class II
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	100426197	26.425	193	135	6	114	304	162	349	4.28e-14	65.1	unknown	class I
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	721575	23.077	273	178	10	48	304	50	306	4.29e-14	65.1	unknown	class I
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	3120	29.008	131	87	4	168	296	90	216	5.86e-14	63.2	unknown	class II
XP_002760188.2|T-cell_surface_glycoprotein_CD1b_[Callithrix_jacchus]	3120	29.008	131	87	4	168	296	90	216	5.86e-14	63.2	unknown	class II
XP_002760872.1|ADP-ribosylation_factor_1_[Callithrix_jacchus]	2775	22.561	164	95	3	44	175	178	341	4.5e-09	47.4	unknown	
XP_002760872.1|ADP-ribosylation_factor_1_[Callithrix_jacchus]	2775	29.897	97	58	1	44	130	178	274	2.11e-08	45.4	unknown	
XP_002760872.1|ADP-ribosylation_factor_1_[Callithrix_jacchus]	2775	29.897	97	58	1	44	130	136	232	2.45e-08	45.1	unknown	
XP_002760872.1|ADP-ribosylation_factor_1_[Callithrix_jacchus]	2775	29.897	97	58	1	44	130	136	232	2.45e-08	45.1	unknown	
XP_002761005.1|guanine_nucleotide-binding_protein_G(o)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	100.0	354	0	0	1	354	1	354	0.0	740.0	unknown	
XP_002761005.1|guanine_nucleotide-binding_protein_G(o)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	94.35	354	20	0	1	354	1	354	0.0	700.0	unknown	
XP_002761005.1|guanine_nucleotide-binding_protein_G(o)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	99.668	301	1	0	54	354	12	312	0.0	635.0	unknown	
XP_002761005.1|guanine_nucleotide-binding_protein_G(o)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	99.668	301	1	0	54	354	12	312	0.0	635.0	unknown	
XP_002761618.1|guanine_nucleotide-binding_protein_subunit_alpha-11_isoform_X1_[Callithrix_jacchus]	2775	50.565	354	172	2	7	358	1	353	3.49e-124	355.0	unknown	
XP_002761618.1|guanine_nucleotide-binding_protein_subunit_alpha-11_isoform_X1_[Callithrix_jacchus]	2775	50.565	354	172	2	7	358	1	353	1.83e-120	345.0	unknown	
XP_002761618.1|guanine_nucleotide-binding_protein_subunit_alpha-11_isoform_X1_[Callithrix_jacchus]	2775	50.831	301	145	2	60	358	12	311	2.9e-101	295.0	unknown	
XP_002761618.1|guanine_nucleotide-binding_protein_subunit_alpha-11_isoform_X1_[Callithrix_jacchus]	2775	50.831	301	145	2	60	358	12	311	2.9e-101	295.0	unknown	
XP_008977718.3|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	42.276	369	187	8	81	447	5	349	3.83e-91	274.0	unknown	
XP_008977718.3|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	42.547	369	186	8	81	447	5	349	3.72e-90	271.0	unknown	
XP_008977718.3|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	40.823	316	165	7	134	447	12	307	8.25e-73	225.0	unknown	
XP_008977718.3|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X1_[Callithrix_jacchus]	2775	40.823	316	165	7	134	447	12	307	8.25e-73	225.0	unknown	
XP_008977719.1|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X2_[Callithrix_jacchus]	2775	41.114	377	192	8	1	375	1	349	1.2e-91	273.0	unknown	
XP_008977719.1|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X2_[Callithrix_jacchus]	2775	42.149	363	188	7	15	375	7	349	1.15e-90	270.0	unknown	
XP_008977719.1|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X2_[Callithrix_jacchus]	2775	40.823	316	165	7	62	375	12	307	1.4900000000000002e-73	225.0	unknown	
XP_008977719.1|guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_isoform_X2_[Callithrix_jacchus]	2775	40.823	316	165	7	62	375	12	307	1.4900000000000002e-73	225.0	unknown	
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	114677644	38.351	279	164	5	23	297	22	296	5.15e-61	191.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	711832	36.545	301	182	6	1	297	1	296	2.48e-60	190.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	719702	36.149	296	171	6	16	297	47	338	3.01e-60	190.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	719702	36.149	296	171	6	16	297	47	338	4.23e-60	190.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	719702	36.149	296	171	6	16	297	47	338	4.23e-60	190.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	699243	37.542	301	179	7	1	297	1	296	4.41e-60	189.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	719702	36.149	296	171	6	16	297	47	338	4.5099999999999996e-60	190.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	719702	36.149	296	171	6	16	297	47	338	4.5099999999999996e-60	190.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	719702	36.149	296	171	6	16	297	47	338	2.09e-59	189.0	unknown	class I
XP_008981062.2|zinc-alpha-2-glycoprotein-like_[Callithrix_jacchus]	719702	36.149	296	171	6	16	297	47	338	2.09e-59	189.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	699243	37.627	295	177	6	1	290	4	296	7.709999999999999e-62	193.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	3106	37.545	277	167	5	19	290	21	296	1.88e-60	189.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	711832	36.61	295	180	6	1	290	4	296	4.29e-60	189.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	715737	35.932	295	182	6	1	290	4	296	4.82e-60	189.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	114677644	37.545	277	167	5	19	290	21	296	2.9e-59	186.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	106996676	36.823	277	169	5	19	290	21	296	5.59e-59	186.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	100187576	35.932	295	182	6	1	290	4	296	9.48e-59	184.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	3105	35.932	295	182	6	1	290	1	293	1.06e-58	185.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	3106	36.462	277	170	5	19	290	21	296	1.4e-58	184.0	unknown	class I
XP_008981067.1|zinc-alpha-2-glycoprotein_[Callithrix_jacchus]	720372	37.906	277	166	5	19	290	21	296	1.68e-58	184.0	unknown	class I
XP_008981798.1|LOW_QUALITY_PROTEIN:_ADP-ribosylation_factor-like_protein_14_[Callithrix_jacchus]	2775	19.868	151	90	3	56	175	193	343	9.42e-06	37.7	unknown	
XP_008984676.1|ADP-ribosylation_factor-like_protein_6_[Callithrix_jacchus]	2775	27.451	153	82	5	45	183	173	310	5.15e-08	44.3	unknown	
XP_008984676.1|ADP-ribosylation_factor-like_protein_6_[Callithrix_jacchus]	2775	25.828	151	87	4	45	183	173	310	7.4e-07	41.2	unknown	
XP_008984676.1|ADP-ribosylation_factor-like_protein_6_[Callithrix_jacchus]	2775	25.828	151	87	4	45	183	131	268	9.63e-07	40.4	unknown	
XP_008984676.1|ADP-ribosylation_factor-like_protein_6_[Callithrix_jacchus]	2775	25.828	151	87	4	45	183	131	268	9.63e-07	40.4	unknown	
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	140708851	76.823	384	88	1	25	407	56	439	0.0	583.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	75.691	362	87	1	47	407	1	362	0.0	568.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	75.623	361	87	1	47	406	1	361	0.0	565.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	75.758	363	87	1	46	407	3	365	0.0	563.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	711832	77.135	363	82	1	46	407	3	365	0.0	559.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	699243	76.86	363	83	1	46	407	3	365	0.0	558.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	74.931	363	90	1	46	407	3	365	0.0	558.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	711832	77.072	362	82	1	46	406	3	364	0.0	555.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	715737	76.584	363	84	1	46	407	3	365	0.0	555.0	class I	class I
XP_008989027.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	106995452	75.862	377	90	1	31	406	18	394	0.0	551.0	class I	class I
XP_008990245.1|E3_ubiquitin-protein_ligase_TRIM23_[Callithrix_jacchus]	2775	29.126	103	63	2	425	517	172	274	8.57e-08	47.0	unknown	
XP_008990245.1|E3_ubiquitin-protein_ligase_TRIM23_[Callithrix_jacchus]	2775	27.619	105	66	1	425	519	172	276	1.92e-07	45.8	unknown	
XP_008990245.1|E3_ubiquitin-protein_ligase_TRIM23_[Callithrix_jacchus]	2775	27.619	105	66	1	425	519	130	234	2.21e-07	45.4	unknown	
XP_008990245.1|E3_ubiquitin-protein_ligase_TRIM23_[Callithrix_jacchus]	2775	27.619	105	66	1	425	519	130	234	2.21e-07	45.4	unknown	
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.667	264	22	0	1	264	1	264	1.22e-177	483.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.571	261	22	0	1	261	1	261	1.17e-175	478.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.571	261	22	0	1	261	1	261	1.17e-175	478.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.571	261	22	0	1	261	1	261	1.17e-175	478.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.571	261	22	0	1	261	1	261	1.17e-175	478.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.304	253	22	0	1	253	1	253	2.77e-168	459.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.304	253	22	0	1	253	1	253	2.77e-168	459.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.304	253	22	0	1	253	1	253	2.77e-168	459.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	91.304	253	22	0	1	253	1	253	2.77e-168	459.0	class II	class II
XP_008992469.3|HLA_class_II_histocompatibility_antigen,_DQ_beta_2_chain_isoform_X1_[Callithrix_jacchus]	3120	90.421	261	25	0	1	261	5	265	1.2300000000000001e-167	458.0	class II	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	100428435	36.957	92	49	4	261	351	17	100	7.09e-11	53.9	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.06e-10	54.3	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.06e-10	54.3	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	149	232	2.45e-10	53.9	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	3123	36.957	92	49	4	261	351	136	219	2.54e-10	53.9	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	719702	33.621	116	63	7	240	351	105	210	2.93e-10	53.9	unknown	class I
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	100428435	36.19	105	55	5	251	351	123	219	3.76e-10	53.5	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	4.24e-10	53.1	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	4.24e-10	53.1	unknown	class II
XP_008993881.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X1_[Callithrix_jacchus]	3123	36.957	92	49	4	261	351	136	219	8.71e-10	52.4	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	3117	31.683	101	68	1	20	119	107	207	2.8e-15	62.4	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	3117	31.683	101	68	1	20	119	107	207	2.8e-15	62.4	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	100428435	35.87	92	58	1	25	115	126	217	4.83e-15	62.4	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	3123	35.87	92	58	1	25	115	139	230	4.93e-15	62.4	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	3123	35.87	92	58	1	25	115	126	217	5.18e-15	62.4	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	3123	35.87	92	58	1	25	115	126	217	5.18e-15	62.4	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	717969	35.526	76	48	1	41	115	140	215	8.33e-15	61.6	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	717969	35.526	76	48	1	41	115	140	215	8.33e-15	61.6	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	692100	34.783	92	59	1	25	115	126	217	1.12e-14	61.2	unknown	class II
XP_009003602.1|beta-2-microglobulin_isoform_X1_[Callithrix_jacchus]	692100	34.783	92	59	1	25	115	126	217	1.12e-14	61.2	unknown	class II
XP_017823147.1|GTP-binding_protein_SAR1b_isoform_X2_[Callithrix_jacchus]	2775	24.107	112	71	2	5	106	174	281	1.74e-06	39.3	unknown	
XP_017823147.1|GTP-binding_protein_SAR1b_isoform_X2_[Callithrix_jacchus]	2775	23.0	100	67	1	5	94	132	231	8.32e-06	37.4	unknown	
XP_017823147.1|GTP-binding_protein_SAR1b_isoform_X2_[Callithrix_jacchus]	2775	23.0	100	67	1	5	94	132	231	8.32e-06	37.4	unknown	
XP_017823147.1|GTP-binding_protein_SAR1b_isoform_X2_[Callithrix_jacchus]	2775	23.0	100	67	1	5	94	174	273	8.98e-06	37.4	unknown	
XP_017823670.1|guanine_nucleotide-binding_protein_subunit_alpha-15_[Callithrix_jacchus]	2775	44.258	357	184	3	14	368	5	348	1.07e-98	290.0	unknown	
XP_017823670.1|guanine_nucleotide-binding_protein_subunit_alpha-15_[Callithrix_jacchus]	2775	42.857	357	189	2	14	368	5	348	1.61e-94	280.0	unknown	
